title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Ghost Train",movie,Horror,2006,tt0819839,4.9,939,
"Deja Vu",movie,"Action, Crime, Sci-Fi",2006,tt0453467,7.1,338565,
"Resident Evil: Extinction",movie,"Action, Horror, Sci-Fi",2007,tt0432021,6.2,211412,
"10,000 BC",movie,"Action, Adventure, Drama",2008,tt0443649,5.1,137880,
Shine,movie,"Biography, Drama, Music",1996,tt0117631,7.6,58043,
"Before the Devil Knows You're Dead",movie,"Crime, Drama, Thriller",2007,tt0292963,7.3,117566,
"Behind Enemy Lines",movie,"Action, Drama, Thriller",2001,tt0159273,6.4,117046,
"Band of Outsiders",movie,"Comedy, Crime, Drama",1964,tt0057869,7.6,28148,
Alien³,movie,"Action, Horror, Sci-Fi",1992,tt0103644,6.4,341879,
"Alien: Resurrection",movie,"Action, Horror, Sci-Fi",1997,tt0118583,6.2,283154,
"Napoleon Dynamite",movie,Comedy,2004,tt0374900,7,248339,
"A Guide to Recognizing Your Saints",movie,"Crime, Drama",2006,tt0473488,6.9,27708,
"Æon Flux",movie,"Action, Adventure, Sci-Fi",2005,tt0402022,5.4,135252,
Kika,movie,Comedy,1993,tt0107315,6.5,15657,
Holes,movie,"Adventure, Comedy, Drama",2003,tt0311289,7,105816,
REC,movie,"Horror, Mystery, Thriller",2007,tt1038988,7.4,208318,
"Cast Away",movie,"Adventure, Drama, Romance",2000,tt0162222,7.8,668765,
"Transformers: Revenge of the Fallen",movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6,443220,
"The Boondock Saints",movie,"Action, Crime, Thriller",1999,tt0144117,7.6,257926,
"A Man Apart",movie,"Action, Crime, Drama",2003,tt0266465,6,50507,
"The Conformist",movie,Drama,1970,tt0065571,7.9,37105,
"Swallowtail Butterfly",movie,"Crime, Drama",1996,tt0117797,7.5,4703,
"John Q",movie,"Crime, Drama, Thriller",2002,tt0251160,7.1,149654,
"Superman II",movie,"Action, Adventure, Sci-Fi",1980,tt0081573,6.8,119641,
"Deep Impact",movie,"Action, Drama, Sci-Fi",1998,tt0120647,6.3,198999,
"K-19: The Widowmaker",movie,"Drama, History, Thriller",2002,tt0267626,6.7,70036,
"Who Am I?",movie,"Action, Adventure, Comedy",1998,tt0127357,6.8,44559,
"The Final Countdown",movie,"Action, Adventure, Sci-Fi",1980,tt0080736,6.7,28761,
"The Thin Red Line",movie,"Drama, History, War",1998,tt0120863,7.6,207480,
"Hellraiser: Bloodline",movie,"Horror, Sci-Fi",1996,tt0116514,5.1,25943,
"The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,208464,
"Conspiracy Theory",movie,"Action, Drama, Mystery",1997,tt0118883,6.7,111091,
"The X Files: I Want to Believe",movie,"Crime, Drama, Horror",2008,tt0443701,5.9,95470,
Jumanji,movie,"Adventure, Comedy, Family",1995,tt0113497,7.1,398136,
"Under Siege",movie,"Action, Thriller",1992,tt0105690,6.5,99634,
"The Karate Kid Part II",movie,"Action, Family, Sport",1986,tt0091326,6.1,105490,
"Dude, Where's My Car?",movie,"Comedy, Mystery, Sci-Fi",2000,tt0242423,5.5,149802,
"Red Planet",movie,"Action, Sci-Fi, Thriller",2000,tt0199753,5.7,61334,
"Che: Part Two",movie,"Biography, Drama, History",2008,tt0374569,6.8,35889,
"Che: Part One",movie,"Biography, Drama, History",2008,tt0892255,7.1,49051,
"Flame & Citron",movie,"Action, Drama, History",2008,tt0920458,7.2,20547,
"Deep Blue Sea",movie,"Action, Adventure, Sci-Fi",1999,tt0149261,5.9,148001,
"Garfield: The Movie",movie,"Adventure, Comedy, Family",2004,tt0356634,5.1,98119,
"Jeepers Creepers",movie,"Horror, Mystery",2001,tt0263488,6.2,151311,
"Bad Boys II",movie,"Action, Comedy, Crime",2003,tt0172156,6.6,281934,
"The Marine",movie,"Action, Comedy, Drama",2006,tt0419946,4.8,36815,
Hellraiser,movie,"Horror, Thriller",1987,tt0093177,6.9,148660,
"The Insider",movie,"Biography, Drama, History",1999,tt0140352,7.8,187245,
"Treasure Planet",movie,"Adventure, Animation, Family",2002,tt0133240,7.2,142009,
"The Great Silence",movie,"Drama, Western",1968,tt0063032,7.7,19469,
"What Happens in Vegas",movie,"Comedy, Romance",2008,tt1033643,6.1,192293,
"The Banger Sisters",movie,"Comedy, Drama",2002,tt0280460,5.7,17776,
"Police Story",movie,"Action, Comedy, Crime",1985,tt0089374,7.5,45137,
"Just Cause",movie,"Action, Crime, Drama",1995,tt0113501,6.4,31542,
"Hellbound: Hellraiser II",movie,"Horror, Thriller",1988,tt0095294,6.4,58919,
"Little Man",movie,"Comedy, Crime",2006,tt0430304,4.5,63320,
"Hot Shots! Part Deux",movie,"Action, Comedy",1993,tt0107144,6.6,101101,
S.W.A.T.,movie,"Action, Adventure, Crime",2003,tt0257076,6.1,157552,
Eraser,movie,"Action, Crime, Thriller",1996,tt0116213,6.2,121641,
"Femme Fatale",movie,"Crime, Drama, Mystery",2002,tt0280665,6.2,38684,
"Mortal Kombat",movie,"Action, Adventure, Fantasy",1995,tt0113855,5.8,128377,
"The Last Boy Scout",movie,"Action, Comedy, Crime",1991,tt0102266,7,116903,
"The Avengers",movie,"Action, Adventure, Sci-Fi",1998,tt0118661,3.8,46321,
"Ghost in the Shell",movie,"Action, Animation, Crime",1995,tt0113568,7.9,166265,
"Transporter 2",movie,"Action, Thriller",2005,tt0388482,6.3,221973,
"The Goonies",movie,"Adventure, Comedy, Family",1985,tt0089218,7.7,314939,
Fitzcarraldo,movie,"Adventure, Drama, Music",1982,tt0083946,7.9,41036,
"Risky Business",movie,"Comedy, Crime, Drama",1983,tt0086200,6.8,104968,
"Mad Max Beyond Thunderdome",movie,"Action, Adventure, Sci-Fi",1985,tt0089530,6.2,158743,
Anaconda,movie,"Action, Adventure, Horror",1997,tt0118615,4.9,116956,
"The Last of the Mohicans",movie,"Action, Adventure, Drama",1992,tt0104691,7.6,198609,
"Babylon A.D.",movie,"Action, Adventure, Sci-Fi",2008,tt0364970,5.5,99901,
"Boys on the Side",movie,"Comedy, Drama",1995,tt0112571,6.5,15048,
"Thank You for Smoking",movie,"Comedy, Drama",2005,tt0427944,7.5,232979,
"Jerry Maguire",movie,"Comedy, Drama, Romance",1996,tt0116695,7.3,300378,
"Above the Law",movie,"Action, Crime, Drama",1988,tt0094602,6,36089,
"Great Expectations",movie,"Drama, Romance",1998,tt0119223,6.8,58649,
"Murder at 1600",movie,"Action, Crime, Drama",1997,tt0119731,6.1,33981,
Soldier,movie,"Action, Drama, Sci-Fi",1998,tt0120157,6.1,61402,
"The Royal Tenenbaums",movie,"Comedy, Drama",2001,tt0265666,7.6,324326,
"The Big Hit",movie,"Action, Comedy, Crime",1998,tt0120609,6.1,32499,
"Brassed Off",movie,"Comedy, Drama, Music",1996,tt0115744,7.2,21646,
"The Crow: Salvation",movie,"Action, Crime, Fantasy",2000,tt0132910,4.9,13444,
"Black Mask",movie,"Action, Adventure, Comedy",1996,tt0115693,6,12702,
"Enter the Dragon",movie,"Action, Crime, Thriller",1973,tt0070034,7.6,117299,
"The Way of the Dragon",movie,"Action, Adventure, Comedy",1972,tt0068935,7.2,43219,
"Kung Fu Hustle",movie,"Action, Comedy, Fantasy",2004,tt0373074,7.7,157807,
"Charlie's Angels: Full Throttle",movie,"Action, Adventure, Comedy",2003,tt0305357,4.9,136637,
"South Park: Bigger, Longer & Uncut",movie,"Animation, Comedy, Fantasy",1999,tt0158983,7.7,220884,
Daredevil,movie,"Action, Crime, Drama",2003,tt0287978,5.3,236801,
"The Bone Collector",movie,"Crime, Drama, Mystery",1999,tt0145681,6.7,194480,
"Spy Kids 2: Island of Lost Dreams",movie,"Action, Adventure, Comedy",2002,tt0287717,5.3,76762,
"Kung Fu Panda",movie,"Action, Adventure, Animation",2008,tt0441773,7.6,554312,
"Man on Fire",movie,"Action, Crime, Drama",2004,tt0328107,7.7,404775,
"Garfield: A Tail of Two Kitties",movie,"Adventure, Comedy, Family",2006,tt0455499,5,49518,
"Superman III",movie,"Action, Adventure, Comedy",1983,tt0086393,5,78179,
"The Exorcist",movie,Horror,1973,tt0070047,8.1,480366,
"Any Given Sunday",movie,"Drama, Sport",1999,tt0146838,6.9,129006,
"Tears of the Sun",movie,"Action, Drama, Thriller",2003,tt0314353,6.6,134987,
"The Black Hole",movie,"Action, Sci-Fi",1979,tt0078869,5.9,29263,
"That Thing You Do!",movie,"Comedy, Drama, Music",1996,tt0117887,7,76459,
"Hot Shots!",movie,"Action, Comedy",1991,tt0102059,6.7,121400,
"Super Mario Bros.",movie,"Adventure, Comedy, Family",1993,tt0108255,4.2,65926,
"Happy Gilmore",movie,"Comedy, Sport",1996,tt0116483,7,266340,
"The Fast and the Furious: Tokyo Drift",movie,"Action, Crime, Thriller",2006,tt0463985,6.1,317348,
"Tango & Cash",movie,"Action, Comedy, Crime",1989,tt0098439,6.4,117867,
"Beverly Hills Ninja",movie,"Action, Comedy",1997,tt0118708,5.6,45520,
"On Deadly Ground",movie,"Action, Adventure, Thriller",1994,tt0110725,4.6,26403,
"The Glimmer Man",movie,"Action, Comedy, Crime",1996,tt0116421,5.4,22004,
"The Negotiator",movie,"Action, Crime, Drama",1998,tt0120768,7.3,160694,
"The Italian Job",movie,"Action, Crime, Thriller",2003,tt0317740,7,399970,
"Mad Max",movie,"Action, Adventure, Sci-Fi",1979,tt0079501,6.8,239406,
"Ju-On: The Grudge 2",movie,"Drama, Horror, Mystery",2003,tt0367913,6.3,11664,
"Ring 2",movie,"Horror, Mystery, Sci-Fi",1999,tt0218553,5.8,15407,
"Ring 0: Birthday",movie,"Horror, Mystery, Thriller",2000,tt0235712,5.9,10398,
Sideways,movie,"Comedy, Drama, Romance",2004,tt0375063,7.5,211700,
"Bubble Boy",movie,"Adventure, Comedy, Romance",2001,tt0258470,5.7,36508,
Assassins,movie,"Action, Crime, Thriller",1995,tt0112401,6.3,90597,
"Children of Men",movie,"Drama, Sci-Fi, Thriller",2006,tt0206634,7.9,549663,
"One Missed Call",movie,"Horror, Mystery",2003,tt0366292,6.2,20151,
"Blood In, Blood Out",movie,"Biography, Crime, Drama",1993,tt0106469,7.9,36351,
Swordfish,movie,"Action, Crime, Thriller",2001,tt0244244,6.5,200566,
Spiral,movie,"Drama, Fantasy, Horror",1998,tt0134928,5.2,4341,
"Hope Floats",movie,"Drama, Romance",1998,tt0119313,6.1,31857,
"Bad Boys",movie,"Action, Comedy, Crime",1995,tt0112442,6.8,306701,
"Demolition Man",movie,"Action, Sci-Fi, Thriller",1993,tt0106697,6.7,203371,
Hannibal,movie,"Crime, Drama, Thriller",2001,tt0212985,6.8,305800,
Unbreakable,movie,"Drama, Mystery, Sci-Fi",2000,tt0217869,7.3,457902,
Cellular,movie,"Action, Crime, Thriller",2004,tt0337921,6.5,108600,
"Enemy of the State",movie,"Action, Thriller",1998,tt0120660,7.3,268813,
"The Fast and the Furious",movie,"Action, Crime, Thriller",2001,tt0232500,6.8,440011,
Philadelphia,movie,Drama,1993,tt0107818,7.7,267638,
"The Phantom of the Opera",movie,"Drama, Musical, Romance",2004,tt0293508,7.2,135087,
"Happy Feet",movie,"Adventure, Animation, Comedy",2006,tt0366548,6.4,207763,
Cobra,movie,"Action, Crime, Thriller",1986,tt0090859,5.8,83085,
"Collateral Damage",movie,"Action, Drama, Thriller",2002,tt0233469,5.5,79644,
"Shallow Hal",movie,"Comedy, Drama, Fantasy",2001,tt0256380,6,150392,
"The Cable Guy",movie,"Comedy, Drama, Thriller",1996,tt0115798,6.1,185099,
"Grandma's Boy",movie,Comedy,2006,tt0456554,6.9,91265,
"The Postman",movie,"Action, Adventure, Drama",1997,tt0119925,6.1,81631,
"The Ringer",movie,"Comedy, Sport",2005,tt0267891,5.8,39968,
"The Pelican Brief",movie,"Crime, Drama, Mystery",1993,tt0107798,6.6,100645,
"My Lucky Stars",movie,"Action, Comedy, Crime",1985,tt0089177,6.3,6476,
"Spy Kids",movie,"Action, Adventure, Comedy",2001,tt0227538,5.6,132304,
"9½ Weeks",movie,"Drama, Romance",1986,tt0091635,5.9,45651,
"Reno 911!: Miami",movie,"Comedy, Crime",2007,tt0499554,5.9,28443,
"Empire of the Sun",movie,"Drama, War",1987,tt0092965,7.7,139048,
"Shinobi: Heart Under Blade",movie,"Action, Drama, Fantasy",2005,tt0475723,6.8,13099,
"Blonde and Blonder",movie,"Comedy, Crime",2008,tt0893509,2.8,3979,
"Flight of the Navigator",movie,"Adventure, Comedy, Family",1986,tt0091059,6.9,53729,
"The Chronicles of Narnia: The Voyage of the Dawn Treader",movie,"Adventure, Family, Fantasy",2010,tt0980970,6.3,172877,
Sphere,movie,"Mystery, Sci-Fi, Thriller",1998,tt0120184,6.1,115708,
"History of the World: Part I",movie,"Comedy, History, Musical",1981,tt0082517,6.8,57297,
"White Men Can't Jump",movie,"Comedy, Sport",1992,tt0105812,6.8,102475,
"My Left Foot",movie,"Biography, Drama",1989,tt0097937,7.8,82880,
"Pineapple Express",movie,"Action, Comedy, Crime",2008,tt0910936,6.9,366416,
"A Walk to Remember",movie,"Drama, Romance",2002,tt0281358,7.3,227421,
"Funny Games",movie,"Crime, Drama, Thriller",1997,tt0119167,7.5,91117,
"The Rocketeer",movie,"Action, Adventure, Family",1991,tt0102803,6.6,64098,
"The Shaolin Temple",movie,"Action, Comedy, Drama",1982,tt0079891,6.8,4975,
"Fantastic Mr. Fox",movie,"Adventure, Animation, Comedy",2009,tt0432283,7.9,288654,
"The Ides of March",movie,"Drama, Thriller",2011,tt1124035,7.1,235816,
Bugsy,movie,"Biography, Crime, Drama",1991,tt0101516,6.8,32287,
Dobermann,movie,"Action, Comedy, Crime",1997,tt0118996,6.5,19340,
"Purple Noon",movie,"Crime, Drama, Thriller",1960,tt0054189,7.7,22506,
"My Cousin Vinny",movie,"Comedy, Crime",1992,tt0104952,7.6,151034,
"The Iron Giant",movie,"Action, Adventure, Animation",1999,tt0129167,8.1,246726,
"Deuce Bigalow: Male Gigolo",movie,"Comedy, Romance",1999,tt0205000,5.7,82925,
"The Road to Wellville",movie,"Comedy, Drama",1994,tt0111001,5.9,13719,
"Drop Dead Gorgeous",movie,"Comedy, Romance, Thriller",1999,tt0157503,6.7,43605,
"Perfect Blue",movie,"Animation, Crime, Drama",1997,tt0156887,8,109225,
"The Karate Kid Part III",movie,"Action, Drama, Family",1989,tt0097647,5.4,74170,
"Sherlock Holmes",movie,"Action, Adventure, Mystery",2009,tt0988045,7.5,692277,
"Death and the Maiden",movie,"Drama, Mystery, Thriller",1994,tt0109579,7.2,28114,
"Ballistic: Ecks vs. Sever",movie,"Action, Crime, Mystery",2002,tt0308208,3.7,21530,
"The Girl Next Door",movie,"Comedy, Drama, Romance",2004,tt0265208,6.7,253732,
Hitman,movie,"Action, Comedy, Crime",1998,tt0163818,6.1,5751,
"Once Upon a Time in China and America",movie,"Action, Adventure, History",1997,tt0120530,6.3,4508,
"Pay It Forward",movie,Drama,2000,tt0223897,7.2,126677,
"Magnum Force",movie,"Action, Crime, Mystery",1973,tt0070355,7.2,69760,
"The Enforcer",movie,"Action, Crime, Thriller",1976,tt0074483,6.7,51501,
"Sudden Impact",movie,"Action, Crime, Thriller",1983,tt0086383,6.6,50911,
"The Dead Pool",movie,"Action, Crime, Mystery",1988,tt0094963,6.3,51064,
"You Don't Mess with the Zohan",movie,"Action, Comedy",2008,tt0960144,5.6,221761,
"The Waterboy",movie,"Comedy, Sport",1998,tt0120484,6.2,186309,
[Rec]²,movie,"Horror, Thriller",2009,tt1245112,6.5,82016,
"Wall Street",movie,"Crime, Drama",1987,tt0094291,7.3,170441,
"Courage Under Fire",movie,"Action, Drama, Mystery",1996,tt0115956,6.6,61980,
"Daddy Day Care",movie,"Comedy, Family",2003,tt0317303,5.6,76815,
"The Client",movie,"Crime, Drama, Mystery",1994,tt0109446,6.7,77268,
"Police Story 2",movie,"Action, Comedy, Crime",1988,tt0095403,7.1,24051,
Waitress,movie,"Comedy, Drama, Romance",2007,tt0473308,7,50458,
"Infernal Affairs",movie,"Crime, Drama, Mystery",2002,tt0338564,8,135236,
Basic,movie,"Crime, Drama, Mystery",2003,tt0264395,6.4,68340,
Showgirls,movie,Drama,1995,tt0114436,5.1,78790,
"Water Lilies",movie,"Drama, Romance",2007,tt0869977,6.7,14757,
"The Draughtsman's Contract",movie,"Comedy, Drama, Mystery",1982,tt0083851,7.2,11672,
"Exit Wounds",movie,"Action, Crime, Thriller",2001,tt0242445,5.6,37901,
"I Am Sam",movie,Drama,2001,tt0277027,7.6,158786,
"Armour of God",movie,"Action, Adventure, Comedy",1986,tt0091431,6.9,23408,
"Cats & Dogs",movie,"Action, Adventure, Comedy",2001,tt0239395,5.2,64371,
"Farewell My Concubine",movie,"Drama, Music, Romance",1993,tt0106332,8.1,35384,
Commando,movie,"Action, Adventure, Thriller",1985,tt0088944,6.7,182570,
"The Relic",movie,"Horror, Mystery, Sci-Fi",1997,tt0120004,5.8,31506,
"Picnic at Hanging Rock",movie,"Drama, Mystery",1975,tt0073540,7.4,43756,
"The Notebook",movie,"Drama, Romance",2004,tt0332280,7.8,659270,
"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",movie,"Adventure, Animation, Music",2003,tt0368667,7.8,17096,
"Presumed Innocent",movie,"Mystery, Thriller",1990,tt0100404,6.9,50356,
Stalingrad,movie,"Drama, War",1993,tt0108211,7.5,39228,
Supercop,movie,"Action, Comedy, Crime",1992,tt0104558,7,25687,
"My Sassy Girl",movie,"Comedy, Drama, Romance",2001,tt0293715,7.9,51879,
"Wheels on Meals",movie,"Action, Comedy, Crime",1984,tt0087578,7,16309,
"Shall We Dance?",movie,"Comedy, Drama, Music",1996,tt0117615,7.7,12113,
"Meet Dave",movie,"Adventure, Comedy, Family",2008,tt0765476,5.1,45126,
"The Cannonball Run",movie,"Action, Comedy, Sport",1981,tt0082136,6.2,42229,
"Cowboy Bebop: The Movie",movie,"Action, Animation, Crime",2001,tt0275277,7.8,55801,
"Dead or Alive",movie,"Action, Crime, Drama",1999,tt0221111,6.7,8826,
"Shutter Island",movie,"Drama, Mystery, Thriller",2010,tt1130884,8.2,1559744,
"Runaway Jury",movie,"Crime, Drama, Thriller",2003,tt0313542,7.1,116463,
"A Bittersweet Life",movie,"Action, Crime, Drama",2005,tt0456912,7.5,45235,
"Superman IV: The Quest for Peace",movie,"Action, Adventure, Sci-Fi",1987,tt0094074,3.7,55757,
House,movie,"Comedy, Fantasy, Horror",1985,tt0091223,6.1,31641,
"The Mission",movie,"Adventure, Drama, History",1986,tt0091530,7.4,68919,
"A Better Tomorrow",movie,"Action, Crime, Drama",1986,tt0092263,7.4,26889,
"Sweet Home Alabama",movie,"Comedy, Romance",2002,tt0256415,6.2,128780,
Rushmore,movie,"Comedy, Drama, Romance",1998,tt0128445,7.6,204072,
"The Young Master",movie,"Action, Adventure, Comedy",1980,tt0081499,7,8771,
"Hellraiser III: Hell on Earth",movie,Horror,1992,tt0104409,5.5,36857,
"Mamma Mia!",movie,"Comedy, Musical, Romance",2008,tt0795421,6.5,292813,
"The Dark Crystal",movie,"Adventure, Family, Fantasy",1982,tt0083791,7.1,74846,
Ran,movie,"Action, Drama, War",1985,tt0089881,8.2,145049,
"Infernal Affairs II",movie,"Action, Crime, Drama",2003,tt0369060,7.2,20585,
"The Virgin Spring",movie,Drama,1960,tt0053976,8,32943,
Casshern,movie,"Action, Drama, Fantasy",2004,tt0405821,6,13972,
"The Commitments",movie,"Comedy, Drama, Music",1991,tt0101605,7.6,40951,
"xXx: State of the Union",movie,"Action, Adventure, Crime",2005,tt0329774,4.5,75374,
"Fist of Fury",movie,"Action, Drama, Romance",1972,tt0068767,7.2,35918,
"The Hairdresser's Husband",movie,"Comedy, Drama, Romance",1990,tt0100112,7.1,10807,
"U.S. Marshals",movie,"Action, Crime, Thriller",1998,tt0120873,6.6,118071,
"Sexy Beast",movie,"Crime, Drama, Thriller",2000,tt0203119,7.3,73200,
"The 36th Chamber of Shaolin",movie,"Action, Adventure, Drama",1978,tt0078243,7.6,19479,
"Fair Game",movie,"Action, Romance, Thriller",1995,tt0113010,4.4,14405,
"Bullet in the Head",movie,"Action, Crime, Drama",1990,tt0099426,7.5,12251,
"Dolores Claiborne",movie,"Crime, Drama, Mystery",1995,tt0109642,7.4,51054,
"Capricorn One",movie,"Action, Adventure, Drama",1978,tt0077294,6.8,26282,
"When the Cat's Away",movie,"Comedy, Romance",1996,tt0115856,6.9,3689,
Tombstone,movie,"Biography, Drama, History",1993,tt0108358,7.8,183399,
"Thirteen Days",movie,"Drama, History, Thriller",2000,tt0146309,7.3,65025,
"Men of Honor",movie,"Biography, Drama",2000,tt0203019,7.2,128949,
Spun,movie,"Comedy, Crime, Drama",2002,tt0283003,6.7,42047,
"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,245998,
"Made in America",movie,Comedy,1993,tt0107478,5.1,18369,
"Ghost in the Shell 2: Innocence",movie,"Animation, Drama, Mystery",2004,tt0347246,7.4,41739,
"Wyatt Earp",movie,"Adventure, Biography, Drama",1994,tt0111756,6.7,57502,
"The Hurt Locker",movie,"Drama, Thriller, War",2008,tt0887912,7.5,485909,
"Dark Water",movie,"Drama, Horror, Mystery",2002,tt0308379,6.7,36378,
"The Oxford Murders",movie,"Crime, Mystery, Thriller",2008,tt0488604,6.1,31320,
"Spy Kids 3: Game Over",movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,69289,
"Underworld: Rise of the Lycans",movie,"Action, Fantasy, Thriller",2009,tt0834001,6.5,172280,
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,634479,
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,1003071,
"The Big Boss",movie,"Action, Crime, Drama",1971,tt0067824,6.9,30895,
"The Twilight Samurai",movie,"Drama, Romance",2002,tt0351817,8.1,26449,
Dreams,movie,"Drama, Fantasy",1990,tt0100998,7.7,31179,
"The Black Tulip",movie,"Action, Adventure, Comedy",1964,tt0058692,6.6,3093,
"Street Fighter II: The Animated Movie",movie,"Action, Adventure, Animation",1994,tt0114563,7.2,10505,
"La belle noiseuse",movie,Drama,1991,tt0101428,7.5,10093,
"Il Mare",movie,"Drama, Fantasy, Romance",2000,tt0282599,7.5,9834,
"The Secret Life of Bees",movie,Drama,2008,tt0416212,7.2,29099,
"The Place Promised in Our Early Days",movie,"Animation, Drama, Romance",2004,tt0381348,6.8,15772,
"Resurrecting the Champ",movie,"Drama, Sport",2007,tt0416185,6.7,21604,
"Sweet Rain: Accuracy of Death",movie,"Comedy, Drama, Fantasy",2008,tt1067086,6.8,1269,
"Georgia Rule",movie,"Comedy, Drama",2007,tt0791304,5.9,28449,
"Freddy Got Fingered",movie,Comedy,2001,tt0240515,4.7,53250,
"War, Inc.",movie,"Action, Comedy, Thriller",2008,tt0884224,5.5,22865,
"Son in Law",movie,"Comedy, Drama, Romance",1993,tt0108186,5.9,23944,
"Friday the 13th",movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,122554,
"FernGully: The Last Rainforest",movie,"Adventure, Animation, Family",1992,tt0104254,6.6,35967,
Annapolis,movie,"Drama, Romance, Sport",2006,tt0417433,5.8,22346,
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,234095,
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006,tt0497876,6.7,2148,
"Game of Death",movie,"Action, Crime, Drama",1978,tt0077594,5.9,23376,
"The Tit and the Moon",movie,"Comedy, Romance",1994,tt0111403,6.3,3551,
"Angels & Demons",movie,"Mystery, Thriller",2009,tt0808151,6.7,319170,
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,630485,
"Five Deadly Venoms",movie,"Action, Drama, Fantasy",1978,tt0077559,7,8409,
Mirrors,movie,"Horror, Mystery",2008,tt0790686,6.1,117133,
